title,date,site_name,city,county,state,country,fqa_db_region,fqa_db_publication_year,fqa_db_description,custom_fqa_db_name,custom_fqa_db_description,practitioner,latitude,longitude,weather_notes,duration_notes,community_type_notes,other_notes,private_public,total_mean_c,native_mean_c,total_fqi,native_fqi,adjusted_fqi,c_value_zero,c_value_low,c_value_mid,c_value_high,native_tree_mean_c,native_shrub_mean_c,native_herbaceous_mean_c,total_species,native_species,non_native_species,mean_wetness,native_mean_wetness,tree,shrub,vine,forb,grass,sedge,rush,fern,bryophyte,annual,perennial,biennial,native_annual,native_perennial,native_biennial
Transect D,2018-10-01,Greenhouse Courtyard,Berwyn,Cook,Illinois,United States of America,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Group 2,NA,NA,NA,NA,NA,NA,Public,4.4,5,12.4,13.2,46.8,12.5,25,37.5,25,5,NA,5,8,7,1,1,1.1,1,0,0,5,2,0,0,0,0,0,8,0,0,7,0
Transect E,2018-10-01,Greenhouse Courtyard,Berwyn,Cook,Illinois,United States of America,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Group 2,NA,NA,NA,NA,NA,NA,Public,3,4.7,9.9,12.4,37.5,36.4,9.1,45.5,9.1,NA,NA,4.7,11,7,4,0.5,0.3,0,0,0,8,2,1,0,0,0,0,10,1,0,7,0
Morton Nature Site,2018-09-28,Greenhouse Courtyard,Berwyn,Cook,Illinois,United States of America,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Group 2,NA,NA,Chilly and Cold,2 days,NA,NA,Public,4.5,5.7,33.1,37.4,50.9,22.2,13,38.9,25.9,5,9,5.5,54,43,11,0.9,0.8,2,3,0,37,10,2,0,0,0,1,52,1,0,43,0
Transect D,2018-09-27,Greenhouse Courtyard,Berwyn,Cook,Illinois,United States of America,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Group 5,NA,NA,NA,NA,NA,NA,Public,0.9,3.7,3.1,6.4,18.5,83.3,8.3,0,8.3,NA,NA,3.7,12,3,9,1,1.3,0,0,0,10,2,0,0,0,0,3,9,0,1,2,0
OFI-001,2018-09-13,OFI-001,East Moline,Rock Island,Il,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Reid Stamer,NA,NA,NA,NA,NA,Also includes survey on 6/27/2018,Public,1.9,2.6,12.7,14.9,22.3,44.4,31.1,20,4.4,2,NA,2.7,45,33,12,-0.6,-0.9,3,0,0,28,11,2,0,1,0,8,35,2,5,28,0
Greenhouse transect,2018-09-12,Court yard,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,group 4,NA,NA,NA,NA,NA,NA,Public,1.3,7,4.3,9.9,29.8,81.8,0,0,18.2,NA,NA,7,11,2,9,1.1,2,0,0,0,9,2,0,0,0,0,3,8,0,0,2,0
Greenhouse Transect,2018-09-12,Greenhouse Courtyard,Berwyn,Cook,Illinois,United States of America,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Group 2,NA,NA,NA,NA,NA,NA,Public,2.3,5.3,8.6,13,34.7,64.3,14.3,0,21.4,3,NA,5.8,14,6,8,0.8,0.5,1,0,0,11,1,1,0,0,0,4,9,1,1,5,0
Greenhouse,2018-09-10,Greenhouse,Berwyn,Cook,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Fatima Ruiz,NA,NA,NA,NA,NA,bare ground 25% in transects A,Public,1.9,5.2,7.6,12.7,31.8,68.8,12.5,0,18.8,3,NA,5.6,16,6,10,0.8,1,1,0,0,11,4,0,0,0,0,4,12,0,2,4,0
SW Corner 4 Lakes Ave. FALL,2018-09-07,Lisle4 Lakes Ave Bridge,Lisle,DuPage,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Yost,NA,NA,NA,NA,NA,NA,Public,3.1,3.7,13.2,14.3,33.8,27.8,22.2,38.9,11.1,5,NA,3.6,18,15,3,0.6,0.6,1,0,0,10,7,0,0,0,0,3,14,1,2,12,1
NE CORNER 4 Lakes Ave. FALL,2018-09-07,Lisle4 Lakes Ave Bridge,Lisle,DuPage,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Yost,NA,NA,NA,NA,NA,NA,Public,3.1,4.1,13.9,15.9,35.5,35,15,35,15,6.5,NA,3.8,20,15,5,1,1.1,2,0,0,11,7,0,0,0,0,2,16,2,1,13,1
Morton Nature Site,2018-09-05,Morton Nature Site,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Daniela,NA,NA,NA,NA,NA,NA,Public,4.4,5.4,29.5,32.4,48.3,22.2,13.3,40,24.4,5,8.3,5.1,45,36,9,0.8,0.7,2,4,0,27,9,3,0,0,0,1,43,1,0,36,0
A05,2018-08-08,Johnson Lake,Byram Township,Sussex,New Jersey,USA,"Morris County, NJ",2017,"NJ State list by Walz, et al (2017) with added liverworts and editing by Barringer",Lewis Morris Park and Fosterfields,"Morris County, NJ, with added species",Wild Ridge Plants,NA,NA,NA,NA,NA,NA,Public,5.8,7.3,13,14.6,65.3,20,0,40,40,NA,NA,7.3,5,4,1,-5,-5,0,0,0,5,0,0,0,0,0,0,5,0,0,4,0
A12,2018-08-08,Johnson Lake,Byram Township,Sussex,New Jersey,USA,"Morris County, NJ",2017,"NJ State list by Walz, et al (2017) with added liverworts and editing by Barringer",Lewis Morris Park and Fosterfields,"Morris County, NJ, with added species",Wild Ridge Plants,NA,NA,NA,NA,NA,NA,Public,4.7,4.7,8.1,8.1,47,0,33.3,66.7,0,NA,NA,4.7,3,3,0,-5,-5,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0
B01,2018-08-08,Johnson Lake,Byram Township,Sussex,New Jersey,USA,"Morris County, NJ",2017,"NJ State list by Walz, et al (2017) with added liverworts and editing by Barringer",Lewis Morris Park and Fosterfields,"Morris County, NJ, with added species",Wild Ridge Plants,NA,NA,NA,NA,NA,NA,Public,5.9,5.9,15.6,15.6,59,0,28.6,42.9,28.6,NA,NA,5.9,7,7,0,-5,-5,0,0,0,7,0,0,0,0,0,0,7,0,0,7,0
B03,2018-08-08,Johnson Lake,Byram Township,Sussex,New Jersey,USA,"Morris County, NJ",2017,"NJ State list by Walz, et al (2017) with added liverworts and editing by Barringer",Lewis Morris Park and Fosterfields,"Morris County, NJ, with added species",Wild Ridge Plants,NA,NA,NA,NA,NA,NA,Public,7.7,7.7,13.3,13.3,77,0,0,33.3,66.7,NA,NA,7.7,3,3,0,-5,-5,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0
w-517-c,2018-07-31,w-517-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,3.4,3.9,19.8,21.4,36.6,20.6,29.4,38.2,11.8,NA,5.3,3.7,34,30,4,-1.4,-1.6,0,3,0,21,5,5,0,0,0,7,26,1,6,23,1
w-504-a,2018-07-26,w-504-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.7,3.4,22.1,25,30.5,29.9,29.9,29.9,10.4,3.8,3,3.3,67,54,13,-0.7,-1,4,1,2,45,9,6,0,0,0,11,54,2,10,43,1
w-504-b,2018-07-26,w-504-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,0,0,0,0,0,100,0,0,0,NA,NA,0,4,2,2,0.8,0,0,0,0,2,2,0,0,0,0,3,1,0,2,0,0
w-510-f,2018-07-26,w-510-f,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.3,3.5,12,14.8,28.6,40.7,29.6,25.9,3.7,NA,4,3.4,27,18,9,-0.8,-1.2,0,2,0,16,3,6,0,0,0,3,23,1,3,14,1
w-515-a,2018-07-26,w-515-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,3.2,4.1,25.4,28.7,36.2,30.2,19,39.7,11.1,3.4,2.3,4.4,63,49,14,-0.7,-1.1,5,5,1,37,6,9,0,0,0,7,51,5,7,41,1
w-516-a,2018-07-26,w-516-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.3,3.3,13.2,15.8,27.5,36.4,30.3,30.3,3,4,NA,3.2,33,23,10,-0.8,-1.3,1,0,0,24,6,2,0,0,0,1,30,2,1,21,1
w-517-f,2018-07-26,w-517-f,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.8,3.7,16.1,18.5,32.2,27.3,27.3,39.4,6.1,0,4,3.9,33,25,8,-1.1,-1.3,2,4,2,14,5,6,0,0,0,1,32,0,1,24,0
w-519-a,2018-07-26,w-519-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.1,3.2,11.3,13.9,25.9,48.3,20.7,31,0,2.5,5,3.1,29,19,10,-0.7,-1.3,2,1,0,16,5,5,0,0,0,8,19,2,5,13,1
w-519-b,2018-07-26,w-519-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,3.5,4.4,17.5,19.7,39.4,20,20,52,8,5,6.5,4.1,25,20,5,-1.6,-1.7,1,2,0,18,1,3,0,0,0,3,22,0,2,18,0
w-519-c,2018-07-26,w-519-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,4,4,6.9,6.9,40,0,33.3,66.7,0,NA,NA,4,3,3,0,-2,-2,0,0,0,3,0,0,0,0,0,2,1,0,2,1,0
w-519-d,2018-07-26,w-519-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1,2,4.5,6.3,14.1,70,15,15,0,4.5,5,0.9,20,10,10,0.2,-0.2,2,1,2,8,6,0,0,1,0,5,13,2,3,6,1
w-520-a,2018-07-26,w-520-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,3.1,3.8,24.8,27.4,34.3,32.8,20.3,34.4,12.5,4,5,3.7,64,52,12,-1,-1.2,6,2,1,41,5,9,0,0,0,8,55,1,8,43,1
w-520-b,2018-07-26,w-520-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,0.3,0.5,0.5,0.7,4.1,66.7,33.3,0,0,NA,NA,0.5,3,2,1,0,-1,0,0,0,0,2,1,0,0,0,2,1,0,1,1,0
w-520-c,2018-07-26,w-520-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,4.2,4.4,35.6,36.3,42.8,12.5,29.2,38.9,19.4,4.8,5,4.3,72,68,4,-1.3,-1.3,4,5,2,41,4,13,0,3,0,9,61,2,9,58,1
w-521-a,2018-07-26,w-521-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.8,3.6,19.4,22.2,32,29.2,20.8,47.9,2.1,4,6.5,3.3,48,38,10,-1,-1.2,4,3,1,30,5,5,0,0,0,7,39,2,6,31,1
w-521-b,2018-07-26,w-521-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.6,2.8,6.8,8.9,20.9,61.1,22.2,11.1,5.6,NA,NA,2.8,18,10,8,-0.4,-1,0,0,0,14,2,2,0,0,0,7,11,0,5,5,0
w-522-a,2018-07-26,w-522-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1,1.7,4.9,6.4,13,66.7,29.2,0,4.2,NA,1.5,1.8,24,14,10,0,-0.1,1,3,1,15,4,0,0,0,0,5,16,3,4,9,1
w-496-c,2018-07-25,w-496-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,3.2,3.8,22.6,24.6,34.8,18,36,36,10,3.7,3.5,3.9,50,42,8,-1,-1.1,3,5,4,27,5,5,0,1,0,7,42,1,6,36,0
w-497-c,2018-07-25,w-497-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,3.3,3.9,32.5,35.3,35.9,22.7,27.8,40.2,9.3,3.6,4.1,3.9,97,82,15,-0.7,-0.9,12,9,4,55,7,9,0,1,0,6,87,4,5,75,2
w-497-d,2018-07-25,w-497-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,3.1,3.8,15.2,17,34.7,20.8,25,50,4.2,5,NA,3.7,24,20,4,-1.6,-1.7,1,0,1,15,5,2,0,0,0,4,20,0,3,17,0
w-498-a,2018-07-25,w-498-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.8,2.3,10.6,12,20.2,48.6,25.7,22.9,2.9,3,4,2.1,35,27,8,-0.4,-0.7,2,2,0,23,2,6,0,0,0,11,22,2,9,17,1
w-499-a,2018-07-25,w-499-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.4,3.4,17.3,20.7,28.7,44.2,19.2,30.8,5.8,3.5,3.8,3.3,52,37,15,-0.3,-0.6,6,5,2,27,8,4,0,0,0,11,38,3,9,27,1
w-501-a,2018-07-25,w-501-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.5,3.6,16.4,19.7,30.1,41.9,16.3,34.9,7,4.5,4,3.5,43,30,13,-0.5,-1,2,4,1,25,6,5,0,0,0,5,35,3,5,24,1
w-501-b,2018-07-25,w-501-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.8,3.5,19.4,21.9,31.5,22.9,37.5,35.4,4.2,3.3,4,3.5,48,39,9,-1.1,-1.2,3,3,2,28,5,7,0,0,0,9,38,1,8,30,1
w-501-c,2018-07-25,w-501-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.3,2.2,6.8,8.8,16.9,66.7,14.8,14.8,3.7,NA,NA,2.2,27,16,11,0.1,-0.3,0,0,0,15,8,4,0,0,0,5,21,1,4,11,1
w-503-a,2018-07-25,w-503-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,1.8,2.6,11.7,14,21.6,47.6,21.4,28.6,2.4,2,5,2.5,42,29,13,-0.3,-0.6,2,1,2,29,5,3,0,0,0,5,33,4,5,23,1
w-503-d,2018-07-25,w-503-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,0.3,1,1.7,3.2,5.6,87.5,9.4,3.1,0,NA,NA,1,32,10,22,0.3,-0.5,0,0,0,26,5,1,0,0,0,12,15,5,6,2,2
w-505-a,2018-07-25,w-505-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.9,3.7,13.9,15.7,32.7,30.4,26.1,30.4,13,7,4,3.2,23,18,5,-0.3,-0.7,2,2,3,10,2,4,0,0,0,1,21,1,1,17,0
w-506-a,2018-07-25,w-506-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,3.6,4.2,20.7,22.2,38.7,15.2,33.3,42.4,9.1,5,7.7,3.8,33,28,5,-1.5,-1.6,1,3,1,18,4,6,0,0,0,5,28,0,5,23,0
w-506-b,2018-07-25,w-506-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,3.1,3.8,18.6,20.8,34.7,22.2,33.3,36.1,8.3,4,4,3.7,36,30,6,-1.2,-1.4,1,4,0,21,5,5,0,0,0,8,27,1,8,22,0
w-507-a,2018-07-25,w-507-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,0.4,1,1.3,2,6.3,80,20,0,0,NA,NA,1,10,4,6,0,-0.8,0,0,0,7,2,1,0,0,0,4,5,1,2,2,0
w-508-a,2018-07-25,w-508-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,0.1,0.3,0.3,0.6,2.3,85.7,14.3,0,0,0,NA,0.3,7,4,3,0.3,-0.5,1,0,0,4,1,1,0,0,0,4,3,0,2,2,0
w-510-a,2018-07-25,w-510-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.3,2.3,6.8,9.2,17.7,55.6,29.6,14.8,0,NA,NA,2.3,27,16,11,-0.1,-0.7,0,0,1,14,7,5,0,0,0,3,21,3,3,12,1
w-511-a,2018-07-25,w-511-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.6,3.5,15.6,18.2,30.3,38.9,22.2,30.6,8.3,7,NA,3.2,36,27,9,-0.7,-0.9,2,1,0,18,7,8,0,0,0,4,31,1,3,24,0
w-513-a,2018-07-25,w-513-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,3.5,4.3,19.8,21.9,38.8,18.8,25,46.9,9.4,4.3,5,4.2,32,26,6,-1.3,-1.4,3,3,0,18,4,3,0,1,0,5,27,0,5,21,0
w-513-b,2018-07-25,w-513-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,3.2,3.8,21.2,23.1,34.8,25,25,40.9,9.1,4.7,4,3.7,44,37,7,-0.9,-0.9,3,2,1,22,9,6,0,1,0,4,39,1,4,32,1
w-516-a2,2018-07-25,w-516-a2,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,3.3,4,22.6,25,36.4,21.3,27.7,42.6,8.5,5.6,4,3.7,47,39,8,-1,-1.2,5,2,1,28,4,6,0,1,0,7,38,2,7,31,1
w-516-b,2018-07-25,w-516-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.3,3.2,12.4,14.7,27.2,37.9,31,31,0,2,5,3.3,29,21,8,-0.9,-1.2,2,1,1,16,5,4,0,0,0,3,26,0,3,18,0
w-518-aa,2018-07-25,w-518-aa,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.9,3.3,7.8,10.4,25.3,52.9,17.6,29.4,0,NA,NA,3.3,17,10,7,-0.8,-1.5,0,0,0,9,5,3,0,0,0,5,12,0,5,5,0
w-491-a,2018-07-24,w-491-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.3,2.9,15.4,17.2,25.6,35.6,33.3,26.7,4.4,3,2.5,3,45,35,10,-0.6,-0.8,4,5,3,22,5,6,0,0,0,6,37,2,6,29,0
w-492-a,2018-07-24,w-492-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.9,3.6,24.3,26.9,32.2,31.4,27.1,31.4,10,4.3,3.2,3.5,70,56,14,-0.6,-0.9,7,8,3,41,6,4,0,1,0,13,53,4,13,43,0
w-492-b,2018-07-24,w-492-b,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.4,2.2,8.2,10.3,17.7,52.9,26.5,20.6,0,4,4.3,1.8,34,22,12,-0.2,-0.5,1,3,3,22,3,2,0,0,0,6,26,2,4,17,1
w-492-d,2018-07-24,w-492-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.6,3,17,18.2,27.8,23.3,37.2,37.2,2.3,3.3,2.3,3,43,37,6,-0.8,-0.9,5,5,2,20,4,7,0,0,0,6,37,0,6,31,0
w-492-e,2018-07-24,w-492-e,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.6,3.3,17.8,20.1,29.3,38.3,19.1,36.2,6.4,5,1,2.9,47,37,10,-0.6,-0.7,10,2,2,23,4,6,0,0,0,4,41,2,4,32,1
w-493-a,2018-07-24,w-493-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.2,3,12.8,15,25.7,50,14.7,29.4,5.9,4.4,1.3,2.6,34,25,9,0.3,0.2,8,4,0,17,3,2,0,0,0,3,30,1,2,23,0
w-493-c,2018-07-24,w-493-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.5,2.2,10.6,12.6,17.9,54,26,20,0,3,NA,2.1,50,33,17,-0.3,-0.7,4,0,2,31,8,5,0,0,0,11,35,4,8,24,1
w-493-d,2018-07-24,w-493-d,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,1.8,2.5,9.9,11.5,20.9,53.3,23.3,20,3.3,0,NA,2.7,30,21,9,-0.5,-0.9,1,0,0,16,7,6,0,0,0,8,20,2,5,16,0
w-493-e,2018-07-24,w-493-e,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.4,3.2,21.2,24.6,27.8,35.9,25.6,35.9,2.6,2.8,3,3.2,78,59,19,-0.4,-0.7,4,11,3,46,8,5,0,1,0,9,65,4,8,50,1
w-493-z,2018-07-24,w-493-z,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 2,NA,NA,NA,NA,NA,NA,Public,2.5,3.3,20.8,23.8,28.6,42,18.8,31.9,7.2,2.5,3,3.3,69,52,17,-0.5,-0.8,2,4,3,46,7,5,0,2,0,4,59,6,4,46,2
w-494-a,2018-07-24,w-494-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 4,NA,NA,NA,NA,NA,NA,Public,2.8,3.3,20.2,21.9,30.4,28.8,28.8,32.7,9.6,3.3,3.5,3.3,52,44,8,-0.6,-0.8,4,3,1,32,5,6,0,1,0,6,44,2,5,38,1
w-494-c,2018-07-24,w-494-c,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.5,3.5,20,24,30,37.5,23.4,32.8,6.3,3.5,5,3.4,64,47,17,-0.5,-0.9,6,3,4,35,8,7,0,1,0,6,54,4,5,41,1
w-495-a,2018-07-24,w-495-a,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Team 1,NA,NA,NA,NA,NA,NA,Public,2.4,3.4,20.5,24.8,29,38.4,23.3,32.9,5.5,2.3,1.7,3.6,73,53,20,-0.5,-0.9,4,5,2,46,8,7,0,1,0,8,62,3,7,45,1
